customer_id,full_name,gender,date_of_birth,province,occupation,monthly_income,join_date,customer_segment
C01168,Quý cô Phương Mai,Female,1980-11-30,Quang Ninh,Freelancer,41592071.76,2025-05-23,Affluent
C01169,Hà Phú Phạm,Male,1985-07-07,Nam Dinh,Student,12210881.01,2020-01-11,Mass
C01170,Bà Linh Đặng,Female,1990-09-17,Da Nang,Engineer,76787489.53,2024-09-05,Premium
C01171,Trung Hoàng,Female,1983-07-19,Binh Duong,IT Specialist,39711465.31,2022-08-19,Affluent
C01172,Ông Tú Đặng,Female,1985-06-05,Ho Chi Minh City,IT Specialist,29890407.48,2019-11-17,Affluent
C01173,Anh Trọng Hoàng,Male,2008-04-05,Ha Noi,Bank Employee,17617806.07,2019-04-21,Mass
C01174,Cô Dương Đặng,Male,1996-02-07,Hue,IT Specialist,8872309.48,2026-05-15,Mass
C01175,Hà Hữu Vũ,Female,1983-01-06,Bac Ninh,Accountant,10461503.91,2022-05-17,Mass
C01176,Nam Mai,Male,1979-07-24,Nghe An,Accountant,14892514.92,2023-01-13,Mass
C01177,Minh Mai Dương,Male,1983-04-27,Nghe An,Bank Employee,60000000.0,2019-02-03,Premium
C01178,Thảo Phạm,Female,1976-11-14,Da Nang,Accountant,13148981.93,2025-04-24,Mass
C01179,Minh Quang Trần,Female,1995-04-14,Nam Dinh,Business Owner,36538430.67,2020-11-11,Affluent
C01180,Cô Hải Trần,Female,2008-03-12,Thanh Hoa,Bank Employee,39564961.06,2026-03-27,Affluent
C01181,Chị Ánh Bùi,Female,2002-06-23,Nghe An,Sales,7474311.81,2020-01-07,Mass
C01182,Lâm Mai,Male,2007-09-24,Ho Chi Minh City,Office Staff,48869553.46,2018-02-18,Affluent
C01183,Hải Quang Lê,Male,1997-01-06,Hai Phong,Bank Employee,20526389.44,2020-06-17,Mass
C01184,Chi Đặng,Female,1996-05-26,Bac Ninh,Office Staff,6601727.55,2019-01-12,Mass
C01185,Hương Trần,Male,2002-11-30,Ho Chi Minh City,Doctor,163939069.93,2025-02-26,Premium
C01186,Lan Vũ,Male,1992-08-02,Hai Phong,Freelancer,9904667.35,2025-05-12,Mass
C01187,Khoa Phạm,Female,1988-11-06,Khanh Hoa,Teacher,40685952.37,2025-10-20,Affluent
C01188,Huy Bùi,Male,1978-05-09,Thanh Hoa,Bank Employee,178496657.93,2025-03-01,Premium
C01189,Quý ông Huy Đặng,Male,1994-05-14,Dong Nai,Accountant,7544282.26,2025-06-27,Mass
C01190,Hồng Trần,Female,1995-04-20,Nam Dinh,Teacher,37842477.44,2021-02-09,Affluent
C01191,Dương Hoàng,Female,2001-03-19,Hue,Sales,68190811.02,2020-11-23,Premium
C01192,Nhật Hoàng,Female,1987-05-22,Quang Ninh,IT Specialist,11797390.07,2020-04-01,Mass
C01193,Yến Trần,Female,1990-07-04,Ho Chi Minh City,IT Specialist,9202114.39,2024-01-24,Mass
C01194,Minh Đức Vũ,Female,1993-06-13,Khanh Hoa,Bank Employee,8683503.27,2022-12-14,Mass
C01195,Trọng Trần,Female,1981-08-14,Ha Noi,Engineer,17240200.88,2026-02-28,Mass
C01196,Bảo Bùi,Male,2008-02-13,Ha Noi,IT Specialist,8667477.9,2025-03-07,Mass
C01197,Hải Văn Dương,Male,2007-09-10,Ho Chi Minh City,Accountant,9558188.99,2025-11-07,Mass
C01198,Chị Bảo Bùi,Male,1991-03-17,Khanh Hoa,Office Staff,7224881.43,2026-08-24,Mass
C01199,Hoàng Vũ,Female,2001-02-19,Hue,Student,25897873.21,2018-10-15,Affluent
C01200,Nam Trí Trần,Female,1988-10-02,Hue,Student,35735741.94,2023-05-29,Affluent
C01201,Ngọc Hoàng,Male,1997-12-31,Ba Ria - Vung Tau,Sales,12766109.38,2021-05-25,Mass
C01202,Phương Quang Vũ,Male,1996-11-12,Ho Chi Minh City,Engineer,10911610.01,2021-10-24,Mass
C01203,Bà Mai Bùi,Male,1972-02-15,Dong Nai,Business Owner,19183835.39,2019-12-25,Mass
C01204,Chị Bảo Phạm,Female,2005-03-17,Ho Chi Minh City,Doctor,16043647.81,2022-05-17,Mass
C01205,Trung Trần,Female,1981-11-17,Can Tho,Sales,8028634.78,2025-02-04,Mass
C01206,Cô Phương Dương,Male,1981-06-30,Quang Ninh,Office Staff,20556615.7,2026-01-27,Mass
C01207,Hạnh Trần,Other,2003-05-31,Thanh Hoa,Accountant,8703982.35,2024-01-24,Mass
C01208,Tú Phạm,Female,1979-01-24,Nghe An,IT Specialist,111471428.38,2018-03-09,Premium
C01209,Bác Quang Lê,Male,1984-09-06,Da Nang,Student,13519226.74,2019-04-30,Mass
C01210,Cô Thảo Hoàng,Male,1985-11-04,Ho Chi Minh City,Government Employee,7543161.6,2025-08-09,Mass
C01211,Lâm Đặng,Female,1979-01-05,Quang Ninh,Student,18070181.47,2018-10-23,Mass
C01212,Quý ông Dũng Hoàng,Male,1993-07-22,Thanh Hoa,Bank Employee,11818779.12,2024-12-07,Mass
C01213,Nhiên Lê,Male,2006-10-05,Ho Chi Minh City,Teacher,14366452.69,2025-02-04,Mass
C01214,Dũng Bảo Lê,Male,1984-04-30,Binh Duong,Engineer,11741619.99,2019-12-01,Mass
C01215,Linh Phạm,Female,1978-09-04,Binh Duong,Engineer,10675801.29,2024-09-03,Mass
C01216,Quý cô Thảo Đặng,Female,1984-06-14,Hai Phong,Doctor,8398256.55,2026-04-11,Mass
C01217,Bà Nhật Dương,Female,1991-04-20,Hai Phong,Bank Employee,11289608.03,2019-07-17,Mass
C01218,Bác Khoa Dương,Male,1988-06-16,Dong Nai,Office Staff,10544160.76,2021-10-06,Mass
C01219,Bảo Hoàng,Male,1992-05-15,Quang Ninh,Accountant,16022967.47,2022-02-24,Mass
C01220,Hạnh Lê,Female,1995-02-20,Bac Ninh,Freelancer,6838747.94,2019-02-14,Mass
C01221,Bà Yến Trần,Female,1970-11-19,Khanh Hoa,Accountant,52973102.52,2018-03-06,Affluent
C01222,An Mai,Female,2005-08-19,Ha Noi,Office Staff,15276327.1,2019-01-01,Mass
C01223,Ánh Hoàng,Female,1995-12-03,Ba Ria - Vung Tau,Business Owner,13159279.5,2026-08-31,Mass
C01224,Khoa Hoàng Nguyễn,Male,1987-08-01,Bac Ninh,Teacher,11054791.12,2023-11-13,Mass
C01225,Tùng Mai,Male,1999-06-01,Quang Ninh,Freelancer,9423600.95,2024-09-08,Mass
C01226,Anh Quang Bùi,Male,2001-01-18,Khanh Hoa,Engineer,8968952.37,2021-05-18,Mass
C01227,Bà Lan Dương,Male,1991-10-01,Nghe An,Doctor,9340788.34,2023-12-12,Mass
C01228,Kim Đặng,Female,1982-11-23,Da Nang,Government Employee,20195156.62,2023-03-17,Mass
C01229,Dương Phạm,Female,1996-10-29,Bac Ninh,Business Owner,13048826.74,2019-04-07,Mass
C01230,Chị Nhật Lê,Female,1984-10-19,Binh Duong,IT Specialist,14155559.5,2019-10-17,Mass
C01231,Chị Nhật Dương,Female,1990-09-11,Ha Noi,Bank Employee,15562209.33,2020-05-08,Mass
C01232,Hưng Hải Dương,Male,1985-04-16,Khanh Hoa,IT Specialist,7781310.76,2026-04-21,Mass
C01233,Cô Thảo Đặng,Male,1981-01-03,Quang Ninh,Teacher,45674278.82,2023-06-10,Affluent
C01234,Cô Dương Phạm,Female,1999-08-26,Ba Ria - Vung Tau,Doctor,35400622.76,2024-08-24,Affluent
C01235,Thành Mai Bảo Dương,Female,1983-03-05,Bac Ninh,Student,11152311.8,2021-08-27,Mass
C01236,Ngọc Đặng,Male,1979-08-11,Da Nang,Doctor,27447141.37,2026-04-10,Mass
C01237,Nhật Mai,Male,1999-06-21,Hue,Doctor,7400451.7,2024-07-24,Mass
C01238,Anh Hoàng,Male,1987-02-23,Quang Ninh,Doctor,43458949.94,2023-02-07,Affluent
C01239,Quý cô Hải Bùi,Male,1993-03-25,Quang Ninh,IT Specialist,54126627.79,2025-02-01,Affluent
C01240,Nhiên Quang Mai,Male,2005-05-14,Bac Ninh,Sales,15293504.07,2025-10-06,Mass
C01241,Thành Phạm,Female,1997-05-11,Quang Ninh,Engineer,58625012.11,2023-02-22,Affluent
C01242,Thành Phú Dương,Male,1969-04-16,Bac Ninh,Business Owner,9175866.62,2025-02-26,Mass
C01243,Ông Minh Lê,Female,1997-07-06,Khanh Hoa,Government Employee,45296258.15,2018-12-21,Affluent
C01244,Anh Quang Trần,Male,1995-01-08,Thanh Hoa,Doctor,11810780.59,2023-03-11,Mass
C01245,Trung Lê,Male,1990-02-26,Can Tho,Doctor,6128935.28,2022-11-14,Mass
C01246,Chị Thành Hoàng,Female,1990-12-05,Quang Ninh,Freelancer,28458011.76,2022-09-08,Affluent
C01247,Hải Phạm,Female,1996-09-11,Thanh Hoa,Student,53970503.32,2018-05-18,Affluent
C01248,Thành Đức Dương,Male,2004-03-12,Thanh Hoa,Student,44670334.23,2023-01-28,Affluent
C01249,Quý ông Trung Hoàng,Female,1994-08-21,Nghe An,Office Staff,10880700.14,2022-07-24,Mass
C01250,Quý cô An Phạm,Female,1982-07-30,Da Nang,Business Owner,13516681.68,2019-01-07,Mass
C01251,Lan Hoàng,Male,1983-10-28,Nam Dinh,Teacher,46796268.16,2024-05-25,Affluent
C01252,Chị Hải Mai,Female,1994-09-20,Thanh Hoa,IT Specialist,29127333.86,2025-11-20,Affluent
C01253,Xuân Hoàng,Male,2002-03-25,Ho Chi Minh City,IT Specialist,27322892.46,2018-01-06,Affluent
C01254,Cô Bảo Vũ,Female,1958-09-05,Hue,Student,18551386.0,2018-05-14,Mass
C01255,Quý cô Khoa Hoàng,Male,2005-05-14,Can Tho,Freelancer,7553766.89,2020-04-28,Mass
C01256,Xuân Vũ,Female,1985-08-24,Khanh Hoa,Sales,41244901.32,2018-08-13,Affluent
C01257,Lâm Dương,Female,1983-10-25,Da Nang,Office Staff,10975572.5,2022-02-06,Mass
C01258,Quý ông Phúc Phạm,Male,1992-09-12,Da Nang,Sales,13459221.48,2024-04-07,Mass
C01259,Khoa Trí Hoàng,Female,1989-12-20,Can Tho,Doctor,5518750.74,2021-10-03,Mass
C01260,Bà Bảo Đặng,Male,1993-08-05,Ho Chi Minh City,IT Specialist,27110636.22,2026-06-09,Affluent
C01261,Ông Quang Bùi,Female,1988-10-09,Bac Ninh,Student,80000000.0,2021-08-05,Affluent
C01262,Bảo Đức Nguyễn,Male,1986-05-21,Nghe An,Bank Employee,10752854.56,2018-08-12,Mass
C01263,Quý cô Ánh Lê,Male,1980-04-12,Thanh Hoa,IT Specialist,14208599.93,2019-05-18,Mass
C01264,Bảo Dương,Male,1986-01-05,Ho Chi Minh City,Government Employee,41988813.58,2023-01-26,Affluent
C01265,Xuân Mai,Female,1967-10-30,Can Tho,Engineer,8077607.26,2023-02-19,Mass
C01266,Hà Dương,Male,1985-03-18,Ba Ria - Vung Tau,Teacher,8676977.5,2018-11-12,Mass
C01267,Cô Hải Bùi,Male,1984-05-16,Hai Phong,Student,8700377.11,2019-09-09,Mass
C01268,Thành Thị Mai,Female,1995-01-09,Ho Chi Minh City,Office Staff,10822477.05,2025-08-27,Mass
C01269,Lâm Mai Bảo Bùi,Female,1980-07-30,Thanh Hoa,Sales,16549662.44,2026-04-10,Mass
C01270,Nhiên Đức Bùi,Female,2004-05-03,Bac Ninh,Engineer,12232955.6,2020-08-09,Mass
C01271,Bà Nhật Phạm,Female,1998-01-08,Ho Chi Minh City,Sales,7724753.64,2021-11-05,Mass
C01272,Hạnh Hoàng,Female,1993-04-18,Thanh Hoa,Freelancer,10771865.34,2023-12-12,Mass
C01273,Hạnh Hoàng Nguyễn,Female,1964-02-25,Thanh Hoa,Business Owner,13963441.44,2021-06-09,Mass
C01274,Duyên Mai,Male,2006-05-19,Bac Ninh,IT Specialist,9847678.56,2021-03-26,Mass
C01275,Phương Nguyễn,Female,1979-09-12,Quang Ninh,Sales,24924758.34,2019-11-13,Mass
C01276,Hải Hoàng Đặng,Female,2008-07-08,Can Tho,Government Employee,6214797.33,2019-12-20,Mass
C01277,Thành Đức Lê,Female,1969-10-19,Ba Ria - Vung Tau,Bank Employee,39339626.34,2019-10-23,Affluent
C01278,Hải Đức Vũ,Male,2000-09-09,Da Nang,Freelancer,14469266.23,2020-12-02,Mass
C01279,Khoa Phú Hoàng,Male,2008-06-15,Nghe An,Student,12014185.51,2021-07-22,Mass
C01280,Thành Phạm,Female,1987-07-21,Da Nang,IT Specialist,16583383.48,2019-10-28,Mass
C01281,Phương Mai Bảo Lê,Female,2002-07-30,Ba Ria - Vung Tau,Office Staff,12365337.02,2023-08-08,Mass
C01282,Tùng Mai Bảo Vũ,Female,2001-02-08,Ba Ria - Vung Tau,Sales,13122009.89,2026-04-13,Mass
C01283,Nhiên Đặng,Female,2000-01-15,Da Nang,Bank Employee,30966866.48,2023-04-26,Affluent
C01284,Nhật Trí Trần,Female,2000-12-11,Ho Chi Minh City,Teacher,42550386.31,2026-03-04,Affluent
C01285,Quý cô Vi Lê,Female,1981-02-21,Da Nang,Student,11053967.91,2023-05-16,Mass
C01286,Lâm Mai,Female,1990-07-24,Ho Chi Minh City,Government Employee,7227546.69,2018-04-12,Mass
C01287,Thành Thị Lê,Male,1994-06-12,Thanh Hoa,Sales,11790982.38,2018-08-14,Mass
C01288,Hải Văn Trần,Female,1962-07-03,Khanh Hoa,Government Employee,8131278.68,2026-08-09,Mass
C01289,Quý cô Khoa Bùi,Male,1974-09-26,Hai Phong,Government Employee,47200557.01,2025-08-05,Affluent
C01290,Hà Vũ,Female,1987-08-21,Nghe An,Accountant,22207361.19,2021-07-25,Mass
C01291,Bà Hương Hoàng,Female,1986-01-16,Ha Noi,Bank Employee,13751011.27,2019-08-29,Mass
C01292,Yến Bùi,Female,1991-02-27,Da Nang,Accountant,18414819.69,2021-03-11,Mass
C01293,Khoa Thế Hoàng,Male,1978-05-02,Thanh Hoa,Government Employee,9639985.45,2026-03-01,Mass
C01294,Vi Lê,Female,2005-03-01,Dong Nai,IT Specialist,11177059.59,2026-03-01,Mass
C01295,Quý ông Nam Phạm,Female,1999-02-26,Can Tho,Accountant,11736140.92,2024-08-02,Mass
C01296,Trung Nguyễn,Female,1977-07-25,Bac Ninh,Business Owner,10225157.14,2023-11-22,Mass
C01297,Chị Dương Nguyễn,Female,1991-08-31,Ba Ria - Vung Tau,Freelancer,35614572.07,2018-12-29,Affluent
C01298,Quang Văn Lê,Male,1980-11-12,Ba Ria - Vung Tau,Business Owner,5465717.39,2024-03-26,Mass
C01299,Hạnh Bùi,Male,1996-12-15,Dong Nai,Teacher,12921026.45,2022-04-13,Mass
C01300,Thành Hữu Hoàng,Male,1977-01-28,Ha Noi,Business Owner,30198049.23,2021-05-29,Affluent
C01301,Cô Yến Trần,Female,2008-02-04,Bac Ninh,Office Staff,42151130.09,2019-09-23,Affluent
C01302,Phương Vũ,Male,1996-11-08,Binh Duong,Bank Employee,7913129.32,2025-05-02,Mass
C01303,Quang Đức Phạm,Female,1997-05-07,Hue,Teacher,11249489.78,2025-09-18,Mass
C01304,Quý cô Xuân Bùi,Female,1997-09-17,Hai Phong,Business Owner,5545343.3,2018-10-01,Mass
C01305,Thảo Lê,Female,1981-04-03,Khanh Hoa,IT Specialist,18748484.35,2020-11-22,Mass
C01306,Phương Đức Mai,Female,1983-02-04,Can Tho,Engineer,8058413.21,2026-03-22,Mass
C01307,Phương Vũ,Female,1993-05-23,Quang Ninh,Freelancer,11972641.71,2021-08-02,Mass
C01308,Tú Đức Mai,Male,1983-10-16,Quang Ninh,Sales,15162508.29,2021-01-21,Mass
C01309,Bảo Bùi,Male,1998-11-10,Ba Ria - Vung Tau,Sales,12349370.55,2021-04-09,Mass
C01310,Anh Dũng Dương,Female,1985-08-26,Nghe An,Doctor,54168239.96,2020-01-21,Affluent
C01311,Ông Châu Trần,Female,1982-12-03,Dong Nai,Teacher,15816860.48,2021-07-19,Mass
C01312,Vũ Bùi,Female,1989-10-18,Dong Nai,Business Owner,19659631.1,2025-10-29,Mass
C01313,Chị Vi Đặng,Female,1986-08-16,Nghe An,Freelancer,8877552.34,2019-08-12,Mass
C01314,Thành Văn Vũ,Male,1975-01-15,Nam Dinh,Sales,43151580.43,2022-08-15,Affluent
C01315,Bà Hương Bùi,Male,1995-07-11,Hai Phong,Doctor,10146046.39,2020-06-24,Mass
C01316,Vũ Xuân Dương,Female,1986-12-22,Khanh Hoa,Student,40217551.31,2023-11-24,Affluent
C01317,Quang Hoàng Hoàng,Female,1987-10-05,Nghe An,Student,38426243.99,2019-04-12,Affluent
C01318,Phúc Phạm,Male,1972-08-29,Hai Phong,Teacher,48270036.56,2023-05-19,Affluent
C01319,Anh Quang Phạm,Male,1987-10-16,Da Nang,Teacher,46420502.96,2024-09-13,Affluent
C01320,Trung Phạm,Female,2002-04-08,Quang Ninh,Student,13793274.49,2026-05-08,Mass
C01321,Chị Ánh Hoàng,Female,1971-06-17,Quang Ninh,Student,11118279.84,2020-07-17,Mass
C01322,Hoàng Đức Trần,Male,2000-06-15,Quang Ninh,Engineer,9551283.46,2026-07-23,Mass
C01323,Hải Dương,Female,2002-08-22,Ha Noi,IT Specialist,27658123.69,2018-06-24,Affluent
C01324,Vi Mai,Male,1995-09-16,Dong Nai,Bank Employee,7337206.56,2018-08-31,Mass
C01325,Ánh Dương,Male,1990-05-27,Ha Noi,Engineer,16456222.29,2018-02-12,Mass
C01326,Trọng Tấn Dương,Female,2000-07-29,Ba Ria - Vung Tau,Freelancer,20422883.72,2020-03-30,Mass
C01327,Châu Lê,Male,1985-04-08,Ha Noi,Engineer,17212052.32,2026-05-15,Mass
C01328,Thành Phạm,Female,1997-12-09,Da Nang,Sales,16183472.08,2023-08-13,Mass
C01329,Cô Phương Bùi,Female,2002-11-21,Bac Ninh,Government Employee,16387080.91,2019-02-10,Mass
C01330,Ông Minh Đặng,Female,1989-09-26,Nghe An,Doctor,41319040.69,2021-02-28,Affluent
C01331,Hải Xuân Dương,Male,2002-12-29,Ha Noi,Student,8772591.03,2020-05-26,Mass
C01332,Nhật Mai,Female,1983-10-08,Thanh Hoa,Sales,8610521.18,2020-01-29,Mass
C01333,Bác Nam Nguyễn,Male,1985-08-11,Quang Ninh,Sales,60000000.0,2022-10-04,Premium
C01334,Quý cô Duyên Trần,Male,1981-06-11,Hue,Engineer,24181577.12,2021-07-11,Affluent
C01335,Quang Đức Lê,Male,1984-08-09,Nghe An,Teacher,14937539.54,2022-01-19,Mass
C01336,Quang Vũ,Female,1997-12-20,Can Tho,Office Staff,14711300.62,2023-07-16,Mass
C01337,Bác Quang Lê,Male,1988-05-11,Thanh Hoa,Freelancer,29775785.75,2025-09-15,Affluent
C01338,Quý ông Trung Bùi,Female,2002-02-15,Bac Ninh,Government Employee,6037485.74,2022-10-19,Mass
C01339,Quang Hữu Vũ,Male,1987-08-30,Ba Ria - Vung Tau,IT Specialist,60000000.0,2022-02-14,Premium
C01340,Anh Nhiên Lê,Male,1988-10-23,Thanh Hoa,Bank Employee,10942997.72,2022-11-30,Mass
C01341,Cô Yến Vũ,Female,1982-10-24,Hai Phong,Engineer,10796162.26,2022-06-29,Mass
C01342,Quý cô Ánh Bùi,Female,1994-08-11,Can Tho,Teacher,15503431.65,2020-03-26,Mass
C01343,Chị Vi Lê,Male,1986-12-04,Binh Duong,Accountant,13404108.1,2022-10-06,Mass
C01344,Ông Phúc Bùi,Female,1985-05-15,Dong Nai,Student,22080092.81,2024-08-28,Affluent
C01345,Anh Minh Mai,Male,1981-11-10,Hue,Sales,14868884.3,2024-10-06,Mass
C01346,Châu Thế Vũ,Female,2002-01-25,Nghe An,Business Owner,11017429.12,2023-02-06,Mass
C01347,Hồng Trần,Male,1991-05-28,Thanh Hoa,IT Specialist,11448203.01,2019-07-06,Mass
C01348,Cô Lâm Vũ,Male,1987-09-07,Binh Duong,Engineer,19804021.51,2018-04-20,Mass
C01349,Ông Bảo Đặng,Female,1979-03-25,Khanh Hoa,Bank Employee,7580884.88,2021-05-25,Mass
C01350,Quang Đặng,Female,1984-08-16,Dong Nai,Engineer,19106590.19,2023-10-31,Mass
C01351,Quang Nguyễn,Female,1986-02-08,Bac Ninh,Business Owner,17579787.39,2023-07-02,Mass
C01352,Hà Phú Hoàng,Female,1968-01-05,Da Nang,Government Employee,17170709.41,2026-07-27,Mass
C01353,Chị Vi Vũ,Male,1988-02-26,Ba Ria - Vung Tau,Engineer,17299673.28,2021-07-12,Mass
C01354,Dũng Mai Bảo Dương,Female,1989-02-19,Thanh Hoa,Office Staff,12100813.9,2024-03-30,Mass
C01355,Kim Hoàng,Female,1994-04-30,Ba Ria - Vung Tau,Student,20740769.94,2022-10-31,Mass
C01356,Bảo Lê,Male,2000-03-15,Thanh Hoa,Engineer,20516621.31,2023-07-03,Mass
C01357,Bà Kim Hoàng,Female,1984-10-19,Nghe An,Freelancer,7353302.18,2024-04-21,Mass
C01358,Hà Quang Lê,Female,1986-01-18,Ha Noi,Accountant,5754012.12,2024-08-17,Mass
C01359,Quang Tấn Đặng,Female,1983-11-24,Ho Chi Minh City,Sales,45646069.67,2021-03-11,Affluent
C01360,Anh Hoàng,Male,1997-09-17,Khanh Hoa,Office Staff,12530282.86,2022-02-09,Mass
C01361,Hạnh Mai Đặng,Male,1968-12-14,Ha Noi,Bank Employee,10053243.34,2019-02-03,Mass
C01362,Quý ông Phúc Lê,Male,2002-04-01,Hue,Sales,20155734.54,2020-09-27,Mass
C01363,Lan Phạm,Male,1968-11-11,Nam Dinh,Freelancer,12015531.86,2025-09-19,Mass
C01364,Vũ Phạm,Male,1979-05-03,Hai Phong,Sales,19190650.75,2024-01-15,Mass
C01365,Quý cô Hà Trần,Male,1999-02-08,Ho Chi Minh City,Accountant,10125425.2,2022-09-22,Mass
C01366,Nhật Mai,Male,1976-10-15,Thanh Hoa,Freelancer,21642557.86,2021-07-20,Mass
C01367,Ngọc Bùi,Male,1984-03-19,Da Nang,Freelancer,8819556.86,2023-06-24,Mass
C01368,Hà Vũ,Male,1968-10-28,Bac Ninh,Sales,9964879.24,2026-07-31,Mass
C01369,Cô Hải Bùi,Female,1994-07-09,Khanh Hoa,Business Owner,13527503.26,2022-11-21,Mass
C01370,Quang Phạm,Male,1972-11-16,Binh Duong,Engineer,45220062.75,2024-01-04,Affluent
C01371,Bảo Lê,Male,1986-05-22,Ha Noi,Business Owner,120359800.96,2022-07-05,Premium
C01372,Chị An Nguyễn,Female,1989-11-18,Can Tho,Engineer,41379679.04,2024-06-26,Affluent
C01373,Dũng Mai Bảo Dương,Male,2008-04-09,Nam Dinh,Engineer,10816730.32,2023-12-16,Mass
C01374,Tùng Dương,Male,1988-06-18,Da Nang,Engineer,8020908.71,2021-05-21,Mass
C01375,Chị Khoa Hoàng,Female,1986-05-04,Hue,Bank Employee,11171229.99,2020-03-30,Mass
C01376,Quý ông Minh Mai,Male,1971-06-02,Khanh Hoa,Government Employee,20810622.5,2026-07-25,Mass
C01377,Quang Dương,Female,1996-09-22,Ho Chi Minh City,Student,11382913.9,2020-02-04,Mass
C01378,Cô Chi Vũ,Female,1991-06-16,Ho Chi Minh City,Student,83471595.1,2021-01-02,Premium
C01379,Huy Đức Lê,Female,1988-01-05,Dong Nai,Freelancer,27878713.51,2022-11-12,Affluent
C01380,Nam Nguyễn,Female,2002-11-14,Ha Noi,Government Employee,14922282.69,2023-03-10,Mass
C01381,Bà Hạnh Dương,Male,1984-07-19,Can Tho,Bank Employee,27496351.79,2022-11-19,Affluent
C01382,Yến Dương,Male,1981-09-03,Ho Chi Minh City,Doctor,28958817.74,2020-12-29,Affluent
C01383,Bác Nam Bùi,Female,1987-11-08,Quang Ninh,Business Owner,15991015.83,2020-08-25,Mass
C01384,Trọng Phạm,Male,1991-08-06,Quang Ninh,Doctor,14070296.85,2021-06-25,Mass
C01385,Vân Đặng,Male,1995-12-20,Hue,Accountant,11202571.45,2018-06-01,Mass
C01386,Quý cô Xuân Mai,Male,1993-05-16,Quang Ninh,Office Staff,9240576.07,2021-02-11,Mass
C01387,Kim Hải Lê,Female,1992-07-04,Ho Chi Minh City,Office Staff,60000000.0,2023-06-14,Premium
C01388,Kim Hải Vũ,Female,1996-09-03,Binh Duong,Engineer,10861237.16,2021-05-05,Mass
C01389,Kim Phạm,Female,1993-03-08,Ba Ria - Vung Tau,Sales,11027394.03,2019-01-05,Mass
C01390,Khoa Mai,Male,1991-07-24,Bac Ninh,Engineer,14192464.87,2023-08-12,Mass
C01391,Huy Phạm,Female,1981-01-11,Ho Chi Minh City,Freelancer,77112399.81,2023-11-22,Premium
C01392,Bảo Lê,Male,2004-08-14,Bac Ninh,Freelancer,8332729.77,2021-07-07,Mass
C01393,Tú Dương,Male,1995-12-07,Can Tho,Accountant,31493200.52,2026-05-06,Affluent
C01394,Bác Trọng Dương,Male,1999-02-27,Bac Ninh,Teacher,7623730.5,2020-05-26,Mass
C01395,Bà Ngọc Lê,Female,1996-02-19,Hue,Business Owner,36957775.1,2018-08-18,Affluent
C01396,Vân Nguyễn,Female,1984-03-27,Can Tho,Engineer,9873047.61,2022-10-02,Mass
C01397,Cô Hạnh Vũ,Male,1995-05-29,Nam Dinh,Teacher,8676014.3,2026-01-10,Mass
C01398,Quý cô Nhật Nguyễn,Male,1991-04-29,Ha Noi,Bank Employee,71221784.4,2024-10-17,Premium
C01399,Cô Lan Nguyễn,Male,1983-10-31,Dong Nai,Office Staff,6422794.98,2025-07-13,Mass
C01400,Anh Dũng Bùi,Male,1993-12-24,Hue,Business Owner,13333694.05,2025-11-09,Mass
C01401,Châu Đặng,Male,1987-10-19,Hai Phong,Government Employee,78512524.57,2022-12-18,Affluent
C01402,Ông Dũng Trần,Male,1987-03-17,Ba Ria - Vung Tau,Business Owner,8444265.24,2026-06-27,Mass
C01403,Cô Hạnh Bùi,Male,1992-06-17,Binh Duong,Teacher,20542053.22,2025-01-30,Affluent
C01404,Phương Dương,Male,1990-11-08,Hue,Office Staff,8965079.99,2018-11-25,Mass
C01405,Chị Hạnh Bùi,Female,1980-01-28,Thanh Hoa,Student,9900324.69,2021-09-24,Mass
C01406,Hương Phạm,Female,1992-08-12,Binh Duong,Teacher,9606706.09,2023-09-05,Mass
C01407,Nhật Hải Nguyễn,Male,1971-03-07,Khanh Hoa,Student,31784388.18,2026-04-10,Affluent
C01408,Quý cô Yến Trần,Male,1969-10-18,Ha Noi,Office Staff,15956396.23,2020-01-23,Mass
C01409,Quý cô Hồng Vũ,Female,1984-11-10,Quang Ninh,Office Staff,13653054.25,2025-01-17,Mass
C01410,Phúc Thị Mai,Male,1985-12-14,Hai Phong,Engineer,6111799.5,2023-10-17,Mass
C01411,Hạnh Dương,Female,1993-11-04,Dong Nai,Teacher,45100595.61,2025-09-09,Affluent
C01412,Trung Đặng,Male,1991-04-23,Thanh Hoa,IT Specialist,22960861.84,2019-07-01,Affluent
C01413,Ánh Phạm,Male,1990-10-17,Khanh Hoa,Sales,58357023.29,2020-03-24,Affluent
C01414,Lâm Bùi,Male,1977-04-01,Quang Ninh,Accountant,34354975.61,2024-05-25,Affluent
C01415,Nam Xuân Vũ,Male,1980-09-24,Ba Ria - Vung Tau,Government Employee,10555311.5,2025-01-10,Mass
C01416,Kim Phạm,Male,2008-08-14,Thanh Hoa,Doctor,8682795.63,2019-11-23,Mass
C01417,Ngọc Hoàng,Male,1972-11-25,Hue,Freelancer,10902684.8,2018-12-31,Mass
C01418,Anh Quang Trần,Female,1993-07-07,Khanh Hoa,Engineer,10804506.13,2023-11-24,Mass
C01419,Chị Chi Trần,Male,1970-02-18,Binh Duong,Bank Employee,21199811.08,2020-07-08,Mass
C01420,Hưng Thị Đặng,Female,1966-07-04,Binh Duong,Business Owner,11350261.99,2023-07-18,Mass
